,Gender,Race,Age,County,Current Facility,Offense Code,TDCJ Offense,TDCJ Number,Sentence (Years),Last Parole Decision,Parole Review Status,Parole Eligibility (Years),Sentence Left (Years)
46329,1,1,35,99,3,36990007,4877,2281781,4.0,0,0,1,2
46332,1,1,41,99,38,48010020,4527,2274621,8.0,1,0,1,6
46333,1,1,38,55,28,13990041,6287,1543910,30.0,0,0,0,15
46334,1,1,50,213,29,35990015,8019,2345763,3.0,1,0,1,2
46335,1,6,41,165,46,20990005,1594,2094050,25.0,0,0,3,20
46336,1,6,39,99,0,23990194,10454,2322663,8.0,0,0,1,6
46337,1,6,39,99,47,35990016,7608,2254819,10.0,0,1,2,7
46339,1,6,39,55,97,35990016,7677,2313708,5.0,1,0,1,3
46340,1,1,38,213,0,22990003,2957,1306711,25.0,0,0,14,8
46341,1,6,46,227,20,37040002,9574,1941655,20.0,0,0,5,23
46342,1,6,37,165,13,13990075,1812,2201338,10.0,0,1,2,6
46350,1,6,41,165,12,13990063,2419,2236586,4.0,0,0,2,1
46355,1,6,49,42,32,35990003,9204,1669105,18.0,1,0,3,10
46356,1,6,40,82,70,54040011,4107,2341156,2.0,1,0,0,2
46359,1,2,37,72,32,50150004,2854,1714521,25.0,1,0,6,15
46360,1,2,39,66,22,13990075,2271,2309464,4.0,0,0,1,2
46362,1,2,38,169,20,11990002,9774,1968252,15.0,0,0,0,7
46364,1,6,42,99,37,13150005,259,2252459,5.0,1,0,1,1
46369,1,2,39,215,19,11990002,10017,1381128,20.0,0,1,6,4
46370,1,1,39,55,3,12990002,864,1169979,30.0,0,0,4,11
46373,1,6,36,206,48,35990015,7701,1998757,17.0,0,0,2,12
46375,1,1,35,99,86,35990001,6620,2025105,25.0,0,1,3,19
46377,1,2,38,99,9,54040011,4155,2348727,2.0,1,0,0,2
46378,1,1,39,99,28,12990002,864,937310,40.0,0,0,2,18
46379,1,1,38,99,60,13990026,9639,1888832,10.0,1,0,2,5
46385,1,1,34,82,93,13150005,520,1922645,12.0,0,0,2,4
46386,1,2,46,106,97,54040011,4190,2346059,5.5,0,0,1,4
46387,1,6,36,228,60,22990002,2957,2308071,10.0,0,0,1,8
46391,1,6,36,165,54,10990004,780,2096773,10.0,0,0,1,4
46392,1,6,55,213,40,11990004,1407,848477,45.0,1,0,1,21
46394,1,2,43,68,73,11990003,1382,1291448,25.0,0,0,4,8
46395,1,6,43,30,9,11990004,1538,922956,22.0,1,0,10,1
46396,1,6,44,235,29,13990083,2356,2322988,5.0,0,1,1,3
46397,1,2,38,14,26,12990002,864,1882199,18.0,0,0,0,9
46398,1,1,38,167,84,48010020,4771,2101562,6.0,0,1,1,2
46401,1,6,40,10,89,13990075,1929,2293097,10.0,0,1,2,7
46405,1,6,41,90,13,54040011,4081,2313921,17.0,0,0,0,15
46406,1,2,40,14,61,22990002,2991,2237202,10.0,0,0,2,7
46407,1,2,40,235,38,22990002,2957,2210236,20.0,1,0,2,16
46409,1,6,38,165,93,13150005,202,1720666,15.0,0,0,4,4
46410,1,1,37,149,3,9990019,7143,1625493,25.0,0,0,0,12
46411,1,2,37,173,20,48010020,4582,1909533,32.0,0,0,4,24
46413,1,2,45,68,94,35990014,7669,2142470,10.0,1,0,4,5
46415,1,6,41,89,13,22990002,2957,2267254,12.0,0,0,3,8
46421,1,6,42,28,58,35990002,3874,2313849,5.0,0,0,2,2
46422,1,6,33,59,93,54040011,4069,2283462,12.0,0,1,1,9
46423,1,6,36,59,8,13150004,368,2288560,10.0,0,0,2,7
46424,1,2,37,147,19,35990003,7423,2239457,15.0,0,0,2,11
46425,1,1,37,55,86,36990013,5927,1947991,15.0,0,0,6,7
46427,1,6,37,72,50,26040042,5536,2283463,7.0,0,1,2,4
46428,1,6,36,42,37,13990073,2360,2140140,7.0,1,0,2,2
46429,1,2,39,147,46,22990002,2957,2190193,8.0,0,0,3,4
46431,1,2,58,239,40,11990004,1345,1370945,20.0,1,0,6,4
46432,1,2,37,213,14,13990075,2182,2298090,8.0,0,0,2,5
46433,1,2,39,99,86,48010020,4771,1987323,12.0,0,0,1,5
46437,1,6,37,213,3,35990003,3953,1985459,27.0,1,0,4,20
46438,0,6,52,90,57,54040011,4069,2267915,10.0,0,1,2,7
46439,1,6,36,213,28,12990002,999,2188660,8.0,0,0,0,4
46441,1,1,40,20,88,35990015,7585,2198537,25.0,0,0,2,20
46442,1,2,35,14,31,22990002,3246,2046699,6.0,1,0,1,1
46443,1,1,40,213,0,9990003,7143,912743,25.0,0,0,8,22
46444,1,1,40,165,51,12990001,9666,1807962,25.0,0,0,7,15
46448,1,1,36,82,25,48010020,4565,2066806,40.0,0,0,0,34
46449,1,6,36,183,67,25890001,5334,2320206,4.0,0,1,1,3
46454,1,2,42,130,25,13990075,5185,2096371,25.0,0,1,3,20
46455,1,6,38,99,60,22990002,3227,2339104,3.0,0,1,1,2
46456,1,2,40,213,15,12990002,907,1817350,20.0,0,0,0,10
46457,1,6,39,109,87,54040011,4211,2278246,9.0,0,1,2,6
46458,1,1,36,20,77,12990001,9666,1971304,40.0,0,0,3,32
46460,1,2,44,14,10,35990015,7701,2296156,8.0,0,0,1,6
46461,1,2,66,173,53,36010001,5778,1485880,20.0,1,0,4,6
46466,1,1,38,142,86,13990073,2025,2180231,20.0,0,0,1,16
46469,1,1,41,165,7,35990015,7870,2305998,5.0,0,0,2,3
46470,1,2,45,99,86,12990002,864,1199653,20.0,0,1,2,6
46471,1,6,41,58,24,54040011,4069,2217744,9.0,1,0,2,6
46472,1,2,47,28,27,36990008,4881,2293272,5.0,0,0,2,3
46477,1,2,33,218,59,10990004,780,1965948,10.0,0,0,2,3
46479,1,1,45,156,47,48010020,4432,1373328,8.0,0,0,4,3
46480,1,2,36,14,90,52120009,5211,2334768,4.0,0,0,0,3
46481,1,2,41,99,9,20990005,1594,2257095,8.0,0,0,2,5
46482,1,1,37,165,3,52030024,11108,2175787,25.0,0,0,1,21
46483,1,6,54,213,12,70990065,11231,1746681,20.0,0,0,9,9
46484,1,2,37,199,9,13990063,1718,2307318,8.0,0,0,2,5
46485,0,1,36,165,68,9990019,7143,1836847,20.0,0,0,1,9
46486,1,6,39,165,52,35990016,7582,2275500,10.0,1,0,1,8
46487,1,2,39,106,15,48040003,10230,2331007,4.0,0,0,0,3
46488,0,2,38,14,42,9990019,7143,1205299,30.0,0,1,3,16
46489,1,6,41,165,92,22990002,2957,2247922,4.0,0,0,2,1
46491,1,2,41,156,65,11990001,9767,2054587,10.0,0,0,0,5
46493,1,1,35,156,0,22990002,2957,2254946,15.0,0,0,1,12
46495,1,1,36,206,24,54040011,4081,2343578,6.0,1,0,1,4
46498,1,1,36,206,48,22990001,2909,2343588,3.0,0,1,1,2
46501,1,1,45,55,47,36990013,5820,2269874,13.0,0,0,1,10
46502,1,2,58,179,94,9990001,7143,879240,25.0,0,1,11,2
46507,1,2,39,219,66,13150005,520,2342805,5.0,0,0,0,2
46509,0,6,50,70,62,35990014,8730,2333648,6.0,0,0,0,5
46510,1,6,36,176,54,48010020,5240,2239760,8.0,0,1,2,5
46511,1,6,40,99,47,11990004,1173,2236861,10.0,0,0,0,5
46513,0,6,51,109,62,35990014,8141,2215165,7.0,0,0,3,4
46516,1,1,39,198,13,12990001,9666,2127177,10.0,0,0,4,5
46517,1,2,46,13,8,23990194,10726,2300904,6.0,0,1,1,4
46518,1,1,44,153,46,13150005,271,1824940,40.0,1,0,5,30
46520,1,2,44,20,99,35990003,6711,2190968,25.0,0,1,2,21
46521,1,6,39,183,3,25890002,5291,2214516,12.0,0,0,2,9
46522,1,2,42,219,59,48040003,10333,1955271,10.0,0,1,2,3
46523,1,2,35,14,63,9990019,7143,1295863,30.0,0,0,2,13
46524,1,6,36,165,60,13990076,1959,2345636,4.0,0,0,0,3
46526,1,2,33,1,66,48010020,4690,2338433,4.0,0,0,0,3
46530,1,6,37,114,18,36010001,5846,2060122,10.0,0,0,2,3
46531,1,6,38,69,70,22990002,2957,2289177,10.0,0,0,2,7
46533,1,6,51,2,60,22990002,2957,2307205,7.0,1,0,1,5
46534,1,1,38,213,66,52120009,11063,2344539,2.0,0,0,1,1
46535,1,1,40,193,1,35990021,7633,2245793,5.0,1,0,2,2
46537,1,2,40,136,66,35990015,8214,2325550,4.0,0,0,0,3
46539,1,2,39,14,77,13150005,202,2116888,6.0,0,1,2,1
46541,1,1,38,156,65,48010020,4756,1924243,55.0,0,0,2,47
46545,1,2,64,219,46,9990001,7143,885139,40.0,0,0,2,18
46546,1,1,43,219,74,58990014,10928,1953280,15.0,0,0,0,7
46547,1,2,41,199,46,11990004,1391,1752412,15.0,0,0,3,5
46548,1,6,40,171,25,13150002,333,919334,30.0,0,0,4,9
46552,1,6,51,169,25,35990016,7582,2296701,11.0,1,0,1,9
46557,1,6,43,123,26,35990003,3877,2011650,15.0,0,0,3,9
46558,1,6,44,206,4,35990015,7701,2321536,8.0,0,1,1,6
46560,1,6,40,171,44,36990007,9942,2265630,5.0,0,0,2,2
46561,1,2,47,99,66,11990004,1439,1123162,20.0,0,0,3,1
46564,0,6,54,152,36,35990015,8280,2263221,10.0,1,0,1,7
46565,1,2,40,59,75,35990003,7962,2267177,30.0,0,0,0,27
46566,1,6,43,70,18,37040009,7527,2344163,15.0,0,0,0,13
46570,1,1,39,55,89,52030024,8446,2151164,7.0,0,0,3,2
46571,1,6,39,183,84,35990014,7746,2245850,11.0,0,0,1,8
46580,1,1,38,99,99,70990140,5692,1925751,10.0,0,0,3,2
46581,1,1,39,99,85,36140001,5888,2280167,6.0,0,0,2,3
46583,1,2,39,165,51,13990075,2493,2147305,15.0,0,1,2,11
46584,1,6,39,99,32,12990001,9676,2091039,8.0,1,0,4,3
46585,0,2,41,106,62,13150005,520,2328931,3.0,0,0,1,2
46588,1,1,40,99,32,52030024,9321,2207303,8.0,0,1,3,4
46589,1,2,41,66,67,54040011,4095,2328974,9.0,0,0,1,7
46595,1,1,42,69,48,13990075,1955,2274663,8.0,0,0,1,6
46597,1,2,38,213,63,36990007,4910,2021902,7.0,0,0,4,1
46600,1,2,43,14,31,13990075,2218,2343022,3.0,0,0,0,3
46601,1,1,40,55,61,22990002,2957,1636219,15.0,0,0,8,3
46603,1,6,42,213,27,23990198,10850,2326543,2.0,0,0,1,1
46606,1,6,46,14,5,11990004,1120,1819357,10.0,1,0,5,0
46607,1,6,48,123,27,22990002,4355,1925574,22.0,0,1,6,13
46608,1,6,40,59,3,26040045,5493,1998436,10.0,0,0,0,4
46609,0,6,73,123,100,9990019,7143,1221965,30.0,0,0,4,11
46610,1,2,45,214,26,36010001,5927,1600413,20.0,0,0,3,7
46611,1,1,40,0,32,73990677,9352,1034794,4.0,0,1,1,19
46612,1,2,36,106,16,12990001,9666,2097373,6.0,0,1,4,1
46615,1,2,42,106,21,11990001,10012,2239568,4.0,0,0,1,1
46616,1,1,37,156,48,13990075,2044,2328406,10.0,0,0,0,8
46619,1,1,40,120,9,35990015,7582,2227921,15.0,0,0,1,12
46620,1,6,41,14,84,35990003,9029,2052240,45.0,0,1,1,39
46622,1,2,44,77,1,13150005,520,2169190,7.0,0,0,1,2
46623,1,6,40,90,25,35990016,7467,1381941,15.0,0,0,7,5
46624,1,1,39,156,9,13150004,256,1896472,15.0,0,1,7,6
46625,1,6,40,142,22,26040044,5562,2313547,10.0,0,1,0,8
46626,1,2,44,68,29,22990002,2957,2286757,14.5,0,0,1,12
46628,0,6,46,169,72,22990002,2957,2270984,12.0,0,0,1,9
46629,0,6,45,55,72,26040044,5508,2317423,4.0,0,1,1,3
46631,1,1,54,90,60,54040011,4081,2330207,6.0,0,0,0,5
46634,1,1,37,99,20,35990021,8287,2217342,6.0,0,1,2,3
46635,0,1,38,99,72,52030024,5224,2343775,2.0,1,0,0,1
46640,1,6,36,227,76,13990075,2449,2224808,5.0,0,0,3,2
46641,1,6,45,69,3,54040011,4069,2229679,8.0,1,0,2,5
46642,1,6,38,176,20,48010020,5205,2300902,10.0,0,0,1,8
46643,1,2,35,14,48,12990001,9666,2278483,6.0,0,1,2,3
46644,1,2,42,14,85,13990063,2433,2162823,8.0,0,0,2,4
46647,1,1,40,99,20,9990019,7143,1845163,999.0,0,0,18,999
46649,1,2,41,55,82,22990002,2806,2328493,2.0,0,0,1,0
46652,0,6,40,123,57,35990003,7815,2033806,9.0,0,1,1,4
46654,1,2,37,123,35,73991005,4305,1839333,25.0,1,0,4,16
46657,1,2,50,110,25,11990004,1473,1380824,50.0,0,0,9,34
46658,1,2,38,147,76,35990015,8263,2286798,15.0,0,0,1,12
46660,1,2,39,45,28,35990003,8974,2128090,35.0,0,0,1,30
46661,1,1,38,55,12,13150005,520,1901847,15.0,0,0,2,6
46662,1,6,40,183,47,13150005,480,2119205,20.0,0,0,2,15
46663,0,1,42,219,72,48010020,4666,2341020,3.0,0,0,1,2
46664,1,6,34,179,34,22990002,2957,2319281,15.0,0,0,0,13
46665,1,6,36,198,99,35990016,7698,1997657,7.0,0,0,5,0
46667,1,2,37,219,12,52030024,11034,2156060,7.0,0,0,2,2
46669,1,6,65,146,23,35990014,7909,2224653,10.0,0,0,2,7
46670,1,2,41,214,73,12990001,9666,1984006,10.0,0,0,0,3
46671,1,1,56,99,75,9990030,7143,2172903,10.0,0,0,1,4
46672,1,6,42,199,99,22990002,2957,2218179,15.0,0,1,1,12
46673,1,2,42,138,84,36990007,5164,2167938,5.0,0,0,1,1
46676,1,6,42,99,44,35990003,9098,2096963,15.0,0,0,0,10
46679,1,6,45,176,71,54040033,6497,1905734,10.0,1,0,3,2
46681,1,2,42,179,4,36990007,5087,2314464,4.0,1,0,1,2
46682,1,6,43,78,8,35990002,6937,2325375,7.0,0,1,1,6
46683,1,6,50,214,29,48010020,4652,2324588,6.0,0,1,2,4
46685,1,6,42,137,32,25020021,5297,2195741,10.0,1,0,2,7
46686,1,6,41,194,49,54040011,4069,2254385,7.0,1,0,2,5
46689,1,6,39,123,43,22990002,2957,2193164,8.0,0,1,2,3
46690,1,2,42,60,46,13150005,427,1206834,20.0,0,0,8,2
46694,1,6,43,99,24,54040011,4155,2329565,6.0,0,0,1,5
46697,1,6,37,55,13,13150005,632,2086136,13.5,0,1,6,1
46698,1,6,33,45,87,11990002,9774,1829882,15.0,1,0,1,6
46699,1,6,37,99,63,22990002,3223,1391004,25.0,0,0,6,13
46700,1,1,39,219,13,12990001,9666,2313243,10.0,0,0,4,5
46701,1,6,39,198,75,20990005,1643,1952818,8.0,0,0,6,1
46704,1,6,40,99,93,22990002,2957,1685071,15.0,0,0,9,4
46705,1,2,38,213,7,35990003,9054,1956191,12.0,1,0,1,6
46706,1,6,46,92,94,11990003,1382,1229914,20.0,1,0,5,3
46708,1,2,34,55,88,13150005,243,1894198,10.0,0,0,4,1
46711,1,1,39,213,37,35990016,8057,1915287,35.0,1,0,5,26
46713,1,2,38,68,27,52030024,8446,2212057,15.0,0,1,3,11
46714,1,6,44,90,20,13990025,6532,1303405,20.0,1,0,7,3
46717,1,1,34,14,13,9990019,7143,1478856,23.0,0,1,3,9
46718,1,2,37,14,25,48010020,4769,2340917,2.0,0,0,1,1
46719,1,6,40,45,26,50150004,2871,2021731,10.0,1,0,2,3
46722,1,1,42,55,7,35990007,7053,2345377,3.0,0,0,1,2
46723,1,6,42,186,96,52120009,11034,2339473,2.0,0,1,0,1
46726,1,1,37,156,1,13990075,2044,2289211,4.0,0,0,2,2
46727,1,1,43,99,40,13150004,614,1860288,10.0,1,0,4,1
46728,1,1,42,156,25,13990083,1972,2303079,15.0,0,0,1,12
46731,1,1,36,99,3,13150004,298,1927941,15.0,0,0,0,7
46732,1,1,40,77,87,52030024,11034,2296695,7.0,0,0,1,5
46734,1,6,33,150,2,22990002,3164,2037800,10.0,0,1,1,5
46737,1,1,40,120,28,10990020,11089,2298625,4.0,0,0,2,2
46739,1,1,53,99,49,36990007,5055,2252007,6.0,0,0,2,3
46740,1,1,41,19,12,22990002,2957,2262635,12.0,0,0,0,9
46743,1,1,41,120,61,48010020,4666,2217497,15.0,0,0,1,12
46744,1,1,49,55,27,13990075,1827,2290544,10.0,0,1,1,7
46745,1,6,37,183,93,35990015,7582,2306358,7.0,0,0,1,5
46748,1,1,42,99,87,52120009,5224,2339919,5.0,0,0,0,4
46750,1,2,38,20,25,35990014,8276,2320813,8.0,0,0,0,7
46752,1,2,40,14,31,13150005,520,2326465,7.0,0,0,0,6
46753,0,2,46,14,72,35990015,7922,2343096,3.0,1,0,1,2
46755,0,1,43,14,69,9990019,7143,1308456,30.0,0,0,1,14
46757,1,2,39,165,65,52120009,11065,2307129,3.0,0,1,1,1
46759,1,6,36,156,65,52030025,9564,2301972,8.0,0,0,2,5
46761,1,0,38,183,51,48010020,4690,2149888,7.0,0,1,3,3
46763,1,6,38,238,19,12990001,9666,2259999,6.0,0,0,2,3
46764,1,2,37,186,75,35990003,6695,2165711,18.0,1,0,2,14
46765,1,6,52,186,0,11990003,1382,887848,40.0,0,0,3,17
46767,1,6,40,68,61,54040011,4069,2227812,17.0,0,1,3,12
46768,1,2,36,68,75,35990003,6889,2275842,5.0,0,1,2,2
46770,1,1,38,99,31,35990003,6889,2298418,10.0,0,0,1,8
46771,1,1,38,45,82,35990016,7719,2303561,6.0,1,0,1,4
46773,1,6,46,196,99,37040009,8599,2216841,8.0,0,0,2,5
46776,1,6,37,36,0,48010020,4547,1901028,20.0,0,0,4,12
46778,1,1,39,82,26,12990002,864,2081519,10.0,0,0,1,4
46779,1,2,39,68,85,54010009,52,2110177,10.0,0,0,5,4
46780,1,6,42,185,40,36010001,5826,1752033,12.0,1,0,4,2
46782,1,1,38,99,63,12990001,9676,2014391,20.0,0,0,4,13
46783,1,6,40,19,3,22990002,2957,1717731,15.0,0,1,3,4
46785,1,1,35,169,73,35990015,7582,2291320,6.0,0,1,2,3
46786,1,6,48,106,83,9990001,7143,855214,25.0,0,1,11,2
46788,1,2,38,2,4,13150007,600,1848630,14.0,1,0,2,5
46789,1,1,37,165,28,13990075,1841,2234910,15.0,0,1,1,12
46790,1,1,39,55,3,12990002,864,1229635,28.0,0,0,3,11
46791,1,2,43,59,88,36010001,6548,1998440,11.0,0,0,2,3
46793,0,2,38,173,69,12990002,864,1805484,15.0,0,0,2,5
46794,1,6,62,219,45,12990002,864,839171,30.0,0,1,8,7
46798,1,1,44,120,67,13150005,82,2013134,10.0,0,0,2,3
46802,1,6,41,172,40,50150004,2846,2319164,4.0,1,0,1,3
46803,1,1,40,199,15,12990002,864,1000113,40.0,0,0,1,19
46804,1,6,40,230,58,35990002,8476,2314369,6.0,0,0,2,3
46805,1,1,36,55,32,10990004,780,1592301,20.0,0,1,5,5
46806,1,6,36,242,82,13990075,1838,2118801,15.0,0,0,4,10
46810,1,1,38,99,15,20990005,1594,2136153,20.0,0,0,3,15
46811,1,6,47,226,61,10990004,780,2196347,7.0,0,0,0,3
46812,1,6,41,142,28,10990004,780,2234125,7.0,0,0,1,3
46814,1,6,40,165,93,35990016,8614,1976019,25.0,0,0,5,18
46815,1,1,43,222,47,48010014,4465,1926145,20.0,0,0,5,13
46816,1,2,42,133,82,48040003,10171,2329723,2.0,0,0,1,1
46817,1,2,62,99,25,9990001,7143,863696,25.0,0,1,10,3
46821,1,6,41,45,13,23990132,10882,2027735,10.0,0,0,2,7
46823,1,1,36,99,47,35990005,6959,2089060,25.0,0,0,4,18
46824,1,2,38,99,86,9990001,7143,1110967,35.0,0,0,2,15
46827,1,2,42,30,25,13990075,1962,2337440,10.0,0,0,1,8
46829,1,2,33,156,28,12990002,864,1585955,25.0,0,0,0,15
46830,1,1,42,18,28,35990016,7582,2109756,8.0,0,1,1,3
46832,1,1,40,227,6,36990007,9928,2210554,10.0,0,1,2,6
46833,1,6,35,165,60,35990002,8967,2341194,2.0,1,0,0,1
46834,1,1,52,55,32,48010020,4517,2289728,6.0,1,0,1,4
46835,1,6,38,183,96,35990014,7746,2315536,5.0,0,0,0,4
46836,1,2,39,183,64,24110003,10966,2172345,4.0,0,0,1,1
46840,1,2,36,147,64,13990076,1876,2343999,3.0,1,0,1,1
46841,1,1,42,55,46,35990003,6820,2212355,7.0,0,1,3,3
46844,1,2,38,99,21,35990018,8902,1280139,15.0,1,0,9,3
46846,1,2,44,12,22,35990015,7701,2341852,6.0,1,0,1,5
46850,1,1,38,147,32,35990003,8868,1446381,16.0,1,0,4,7
46852,1,6,44,112,47,13150004,134,2249070,4.0,0,0,2,1
46853,1,1,48,55,25,40040007,3535,1937980,15.0,0,0,3,7
46854,1,2,40,14,86,48010020,4771,2176654,15.0,0,0,1,11
46855,1,2,42,219,30,35990003,6754,2298920,5.0,0,1,1,3
46856,1,6,36,156,32,35990015,7677,2337043,4.0,1,0,1,2
46861,1,1,34,103,12,13150005,82,1813367,20.0,0,0,28,65
46865,1,1,49,2,9,13990075,2415,2239193,7.0,0,0,2,4
46866,1,2,38,246,88,13150004,82,2252738,5.0,0,0,2,2
46867,1,2,46,169,47,36010001,5820,2028771,12.0,0,0,0,6
46868,1,1,40,99,12,48010020,4586,1920500,15.0,0,0,6,7
46869,1,6,38,106,99,9990002,7143,888940,35.0,0,0,5,15
46871,1,6,41,82,67,36990009,9958,2210618,4.0,1,0,3,0
46872,1,6,41,99,47,54040033,6507,1957005,12.0,0,1,1,5
46873,1,6,43,139,20,13160014,10095,2282549,5.0,0,0,2,3
46874,1,1,37,55,26,35990003,7799,1800636,15.0,0,1,2,5
46876,1,6,39,10,84,48010020,4548,2237479,18.0,0,1,1,15
46878,1,2,40,218,61,35990003,9092,2036141,21.0,0,1,4,14
46880,1,1,41,55,32,48010020,4666,2287849,10.0,1,0,3,6
46882,1,1,40,55,13,12990002,1071,1937971,12.0,0,1,2,4
46883,1,2,40,218,2,38990019,11316,2018850,10.0,0,0,2,4
46886,1,6,45,98,75,35990016,7608,2260668,10.0,1,0,3,6
46889,1,2,40,173,85,48010020,4565,2070551,15.0,0,0,4,9
46890,1,6,38,135,54,13150005,520,2291987,4.0,0,0,1,1
46891,1,2,37,199,0,12990002,864,1181909,20.0,1,0,9,1
46892,1,6,37,241,70,11990002,9774,1710378,12.0,0,1,2,3
46896,1,6,40,36,92,13990063,2395,2236897,5.0,0,0,1,1
46897,1,2,41,235,84,26040044,5507,1854363,25.0,0,1,8,14
46898,1,1,37,170,4,24110003,10968,2239161,9.0,0,0,2,5
46899,1,6,40,65,77,50150004,2856,2275393,20.0,0,0,0,18
46901,1,6,44,166,30,13990083,1706,2278036,9.0,0,0,1,7
46903,1,6,40,244,29,35990016,8159,2338326,5.0,0,0,0,4
46905,1,2,39,55,24,54040011,4069,2246991,9.0,0,1,2,6
46906,1,2,41,44,32,22990002,3338,2291334,6.0,1,0,2,4
46907,1,1,42,99,13,12990001,9717,1995928,20.0,0,0,2,13
46908,1,2,39,14,20,9990019,7143,1166770,30.0,0,0,4,11
46909,1,1,36,20,3,9990019,7143,1942873,10.0,1,0,2,3
46913,1,2,37,103,43,11990004,1223,1780090,15.0,0,0,3,5
46914,1,1,42,55,38,25890002,5347,2305060,7.0,1,0,1,5
46917,1,1,38,235,76,35990016,7337,1656660,40.0,0,1,4,28
46918,1,6,39,235,30,35990003,6935,1717538,20.0,0,1,2,11
46919,1,1,42,18,3,52130005,3750,2305916,10.0,0,0,1,8
46920,1,6,39,174,0,22990002,2957,2247134,10.0,0,0,1,7
46921,1,6,43,126,28,13150005,480,1990486,10.0,0,0,1,4
46922,1,6,35,18,77,12990002,864,1780173,20.0,0,0,0,10
46923,0,6,43,142,62,35990015,7701,2327876,2.0,1,0,1,1
46924,1,6,39,59,32,35990016,7870,2314889,5.0,0,0,1,3
46925,1,2,37,14,32,35990003,9031,2324890,5.0,0,1,1,3
46926,1,2,38,55,3,13990073,2336,2050105,7.0,0,0,3,1
46927,1,6,41,141,60,23990198,10438,2341947,4.0,1,0,1,3
46928,1,6,41,45,9,13150005,470,2215407,7.0,0,0,0,3
46932,1,1,38,99,77,12990002,974,1352356,23.0,0,1,6,8
46934,1,6,43,219,50,13150005,438,2203522,5.0,0,1,3,2
46938,1,6,37,55,52,26040044,5483,1793073,12.0,1,0,8,3
46940,1,2,40,99,12,11990004,1478,1004989,30.0,0,0,7,8
46941,1,2,36,238,99,11990002,9774,1258524,25.0,0,1,5,7
46942,1,1,38,99,88,12990002,1027,1202023,35.0,0,0,0,20
46947,1,2,41,123,13,13990075,2030,2207243,10.0,0,0,2,7
46948,1,1,38,55,99,52030024,8446,2030728,7.0,0,0,3,0
46949,1,1,38,156,52,12990002,864,1124644,30.0,1,0,4,11
46950,1,6,37,3,54,73990677,9550,2125752,9.0,0,0,4,4
46951,1,1,44,19,32,35990015,7582,2251846,8.0,1,0,2,5
46952,1,2,34,14,89,13990075,1883,2333201,3.0,0,0,0,2
46954,1,1,39,156,73,48040003,10292,1994094,30.0,0,1,1,24
46955,1,1,34,69,4,13150005,243,1868187,15.0,0,0,1,6
46956,1,1,38,55,83,12990002,864,1433371,18.0,0,0,7,2
46957,1,2,36,99,86,12990002,1054,1126023,35.0,0,1,2,16
46959,1,6,33,19,65,73990677,9543,1968497,4.0,0,0,0,3
46961,1,6,44,109,86,35990014,8032,2272305,15.0,0,0,1,13
46963,1,1,39,55,76,11990004,1389,1293762,25.0,1,0,5,7
46964,1,6,40,99,52,12990002,899,2127851,8.0,1,0,1,3
46967,1,2,37,55,0,11990004,1124,2024814,12.0,0,0,2,4
46968,1,2,36,30,44,9990017,7080,2303447,11.0,0,0,1,9
46969,1,2,52,99,3,11990004,1137,2033399,13.0,0,0,2,5
46970,1,2,46,14,85,35990016,7608,2177967,18.0,0,0,2,14
46973,1,6,41,230,66,25890021,5283,1593291,8.0,0,0,0,4
46974,1,1,42,99,87,11990002,9775,1909926,12.0,1,0,2,4
46975,1,6,35,193,67,48010020,4690,2041841,8.0,0,0,4,2
46977,1,6,38,13,50,35990016,7882,2289501,6.0,0,1,2,3
46979,1,1,37,235,0,12990002,864,1978676,10.0,0,0,3,2
46980,1,6,36,235,47,35990003,6582,1573040,20.0,0,0,0,8
46981,1,2,39,26,26,35990021,7948,2314909,8.0,1,0,1,6
46982,1,2,38,99,0,12990002,864,1629881,15.0,0,0,4,3
46985,1,2,36,68,55,35990003,6889,2318028,10.0,0,0,1,8
46986,1,6,39,214,16,35990016,8535,2280998,12.0,0,0,1,10
46988,1,1,38,213,83,22990002,2957,2175711,13.0,0,0,1,9
46991,1,1,36,99,84,35990015,8602,2289408,2.0,0,0,1,0
46992,1,2,37,232,63,9990019,7143,1477758,95.0,0,0,16,81
46993,0,6,38,14,41,54040033,6497,1928060,15.0,0,1,6,7
46994,1,1,34,99,60,48010020,4428,2342898,9.0,0,0,0,8
46995,1,2,37,103,13,13990042,6461,2115540,15.0,0,1,3,11
46996,1,2,40,147,84,11990003,1100,1205958,35.0,1,0,1,16
46998,1,2,45,99,63,11990004,1137,1891291,14.0,0,0,1,6
47000,1,2,36,102,32,35990003,6851,1383125,15.0,1,0,3,4
47003,1,2,48,14,70,13990075,2215,2253784,5.0,1,0,2,2
47004,1,6,44,165,53,36010001,5927,2099032,8.0,0,0,2,2
47006,1,1,44,99,9,13150005,259,2098671,10.0,0,1,1,4
47008,1,1,35,20,93,23990196,10813,2305843,3.0,0,0,2,1
47011,1,2,41,218,16,22990002,2957,2301335,10.0,0,0,1,8
47012,1,1,70,219,21,11190000,1259,1191053,50.0,0,0,5,32
47013,1,6,40,219,12,36010001,5886,1720455,13.0,1,0,4,3
47015,1,2,38,183,53,11990003,1441,1277258,20.0,1,0,7,3
47018,1,6,43,160,25,48010020,4724,2264799,8.0,0,0,2,5
47023,1,2,44,49,12,22990007,3031,1872117,9.0,0,0,7,0
47024,1,6,51,235,30,37050004,9274,2291133,17.0,0,0,0,15
