,Offense Code,Last Parole Decision,Parole Review Status
71572,13150005,0,0
71573,13150007,0,0
71575,11990002,0,0
71580,13150005,0,0
71581,9990019,0,0
71583,11990004,0,0
71585,50160005,0,0
71586,52120009,0,0
71587,54040011,0,0
71588,22990002,1,0
71589,13990075,1,0
71591,13990025,0,0
71595,13990083,1,0
71596,11990004,0,0
71597,12990002,0,0
71598,35990003,0,1
71599,12990002,0,0
71600,12990001,1,0
71601,35990016,0,0
71605,73991004,1,0
71606,11990002,1,0
71607,35990005,0,0
71608,11990001,0,1
71610,73990677,0,1
71611,48010020,0,0
71612,22990002,0,0
71613,35990015,1,0
71614,52030024,0,0
71615,35990017,0,1
71617,13150005,1,0
71618,12990002,0,1
71619,35990015,1,0
71620,12990002,0,1
71624,35990002,0,0
71625,13150004,0,0
71626,11990004,0,0
71628,9990019,0,0
71630,12990001,0,0
71631,22990002,0,0
71633,36010001,0,0
71635,51990018,0,0
71637,13990075,0,1
71639,13140002,0,0
71640,9990019,0,0
71641,35990015,0,0
71644,13990076,0,0
71646,36010001,0,0
71647,11990006,0,0
71648,35620010,0,0
71650,13150004,0,0
71654,12990002,0,0
71655,22990002,0,1
71656,12990002,0,0
71657,9990019,0,0
71658,35990003,0,0
71659,22990002,0,0
71661,48010020,1,0
71664,13990075,1,0
71665,12990002,0,0
71670,12990001,0,0
71671,10990004,0,0
71679,22990002,0,0
71680,35990015,0,0
71681,13990075,1,0
71683,12990002,0,0
71684,35990002,0,1
71685,13150005,0,0
71687,12990001,0,0
71688,13990076,0,0
71689,24110003,0,1
71690,35990003,0,0
71694,12990002,0,0
71695,35990004,0,0
71697,52030024,0,0
71699,73990677,0,1
71700,35990015,1,0
71702,48040003,1,0
71703,11990003,0,0
71704,12990002,1,0
71707,13150005,0,0
71709,54040011,0,1
71711,54040011,0,1
71712,12990002,0,0
71713,35990016,0,1
71718,73991005,0,0
71722,54040011,0,0
71725,36990013,0,1
71726,9990019,1,0
71727,13990041,0,1
71728,22990002,0,1
71729,10990001,0,1
71732,22990003,0,1
71733,35990003,0,0
71737,13990076,0,0
71741,36140001,0,0
71744,35990011,0,1
71747,13990063,0,0
71748,22990002,0,0
71751,37040009,0,0
71753,35990003,0,0
71754,12990002,0,0
71755,48010020,1,0
71759,13150005,0,0
71763,13150005,0,0
71764,52030024,0,0
71765,54040011,1,0
71766,22990003,0,0
71767,12990001,1,0
71768,12990002,0,0
71769,35990016,0,0
71770,35990016,0,0
71772,13990075,0,1
71773,35990003,1,0
71774,35990015,0,1
71776,9990019,0,0
71778,48040003,0,0
71779,22990002,0,1
71782,11990001,1,0
71783,52030024,0,0
71786,9990019,1,0
71788,35990002,0,0
71790,13990075,0,0
71791,35990016,0,1
71792,48040003,0,0
71794,13990082,0,0
71798,11990004,1,0
71800,35990002,0,1
71801,35990003,0,0
71803,12990002,0,1
71804,13150007,0,0
71808,13150005,0,0
71809,13990082,0,0
71812,35990016,1,0
71813,9990019,0,0
71814,11990002,0,0
71819,36010001,1,0
71820,35990015,0,0
71824,12990001,1,0
71825,12990001,0,1
71829,12990002,0,0
71831,35990016,0,0
71832,20990001,0,1
71833,23990198,0,0
71834,12990001,1,0
71835,35990016,0,0
71839,54040011,1,0
71840,35990002,0,1
71841,48010020,0,1
71844,13990041,0,0
71848,12990002,0,0
71852,11990004,1,0
71857,11990004,0,0
71859,13990075,1,0
71860,37050004,0,0
71861,23990194,0,1
71863,73991004,0,1
71865,35990016,0,0
71867,35990016,0,0
71868,12990001,0,0
71874,11990004,0,0
71875,13150005,0,0
71879,12990001,1,0
71880,13990075,0,0
71881,72990024,0,0
71883,13150004,0,0
71887,22990003,0,0
71888,13160017,0,0
71889,35990002,0,0
71891,12990001,1,0
71893,11990004,1,0
71894,37050004,0,0
71895,22990002,0,0
71898,52120009,0,1
71899,11990004,0,0
71900,52120009,0,0
71901,12990002,1,0
71905,13150011,0,0
71908,12990002,0,0
71910,35990015,1,0
71912,9990019,0,0
71913,48010020,1,0
71915,11990003,0,0
71916,35990016,0,0
71917,12990002,0,0
71919,73990677,0,0
71920,48010020,1,0
71921,12990002,1,0
71922,35990016,0,0
71923,12990002,0,0
71924,22990002,0,0
71925,22990002,1,0
71926,49990002,0,0
71928,73990677,1,0
71929,48990014,0,0
71930,22990002,0,1
71934,48010020,0,0
71935,13150005,0,0
71937,35990003,0,0
71940,54010008,0,1
71942,12990001,0,1
71944,12990002,0,0
71945,52120009,0,1
71947,13150005,0,1
71948,12990002,0,0
71950,11990003,0,0
71951,11990004,0,0
71953,11990004,0,0
71954,35990015,1,0
71955,35990003,0,0
71956,11990004,0,0
71957,11990004,0,0
71959,24110003,1,0
71962,12990002,0,0
71963,13160016,0,0
71964,36990009,1,0
71966,12990002,0,0
71967,12990002,0,0
71971,58990015,0,0
71972,54040011,0,1
71973,23990198,0,0
71974,35990017,1,0
71976,54040011,0,1
71981,48010020,0,0
71984,23990198,0,1
71987,13150007,0,0
71988,9990019,1,0
71989,54040011,0,0
71990,11990003,1,0
71991,24110003,0,1
71993,36010001,1,1
71994,13150004,0,0
71995,9990019,0,0
71999,35990003,0,0
72000,9990019,0,0
72001,22990003,1,0
72002,26040043,0,0
72004,36010001,1,0
72008,36990013,0,0
72009,11990004,1,0
72013,9990019,0,0
72014,22990002,0,0
72015,35990016,0,0
72017,35990015,1,0
72018,9990019,0,0
72022,13990041,0,0
72023,48010020,0,0
72026,11990004,0,0
72027,50150004,0,0
72028,13990075,0,0
72030,35990002,0,0
72034,35990003,0,0
72036,11990002,0,0
72037,13990075,0,0
72039,35990015,0,0
72042,9990019,0,0
72043,35990003,0,0
72044,38060021,1,0
72045,35990003,0,0
72046,35990003,0,1
72047,35990003,0,0
72050,52030024,0,1
72051,50990041,1,0
72052,73990677,1,0
72053,54040011,1,0
72054,36990002,1,0
72056,35990014,0,0
72057,12990002,1,0
72059,26040046,0,1
72062,26040043,0,0
72063,54040011,1,0
72065,35990003,1,0
72066,54040011,0,1
72067,11990001,0,0
72068,10990020,0,0
72070,49990002,0,0
72074,35990003,1,0
72075,13990076,0,0
72076,50150004,0,0
72078,52030024,0,0
72079,13990041,1,0
72083,13990076,1,0
72085,52120009,0,0
72086,12990002,0,0
72087,11990003,0,0
72088,13990025,0,0
72090,54040032,0,0
72092,35990016,1,0
72094,12990001,0,0
72096,11990004,0,0
72097,52030024,0,0
72098,22990002,0,0
72099,35990003,0,0
72102,22990002,0,1
72103,35990016,0,0
72105,54040011,0,1
72111,35990003,0,1
72112,48010020,1,0
72115,13990075,0,0
72116,64110001,1,0
72117,11990004,0,0
72118,48040003,1,0
72120,26040042,0,0
72125,35990014,1,0
72128,24110003,0,1
72130,12990001,1,0
72133,12990002,0,0
72134,35990016,0,0
72135,54040011,1,0
72138,52030013,0,0
72140,35990003,1,0
72141,11990004,0,0
72142,26040044,0,0
72143,35990003,0,1
72150,12990001,0,0
72153,9990019,0,0
72154,23990168,0,0
72156,52030024,0,0
72161,23990198,0,0
72162,13990070,0,0
72163,35990020,1,0
72164,22990003,0,1
72166,35990016,0,1
72172,52030024,1,0
72175,52030024,0,0
72177,23990013,0,0
72178,11990004,1,0
72179,22990002,0,1
72182,36990007,1,0
72184,22990002,0,0
72186,35990015,1,0
72190,35990016,0,0
72191,48010020,1,0
72192,13160017,0,0
72193,36010001,0,0
72194,13990076,0,1
72200,36010001,1,0
72201,22990003,0,0
72204,54040011,0,0
72205,13990063,0,0
72208,12990001,0,0
72209,35990190,0,0
72211,36010001,1,0
72213,13990078,0,0
72214,35990003,0,1
72218,35990014,0,1
72220,13150005,0,0
72221,13990041,0,0
72223,12990002,0,0
72224,11990004,0,0
72226,35990003,1,0
72227,13990063,0,1
72230,35990003,0,1
72231,35990014,1,0
72232,13990075,1,0
72234,12990002,0,0
72236,11990002,0,0
72238,52120009,1,0
72239,11990004,0,0
72242,12990002,0,0
72245,13150011,0,0
72246,35990003,0,0
72248,36010001,0,0
72250,52030013,0,0
72251,35990009,0,0
72252,9990019,0,0
72253,73990677,0,0
72257,48010020,0,0
72259,13150005,0,0
72260,35990002,1,0
72261,13990082,0,0
72263,22990002,0,0
72264,48040003,0,0
72265,25890002,0,0
72266,13990075,0,0
72267,36990009,0,0
72270,13150005,0,0
72271,12990002,0,0
72272,11990001,0,0
72274,13990063,0,0
72275,52030024,0,0
72277,10990004,0,0
72282,9990017,0,0
72287,52120009,0,0
72289,35990015,1,0
72293,9990019,0,0
72296,54040011,0,0
72297,13150005,1,0
72300,35990003,1,0
72301,26040044,0,1
72302,13990075,0,0
72304,23990154,0,0
72306,48010020,1,0
72308,35990015,0,1
72309,13150005,0,0
72310,49990002,0,0
72311,54040011,0,0
72312,22990002,0,0
72318,13150005,0,0
72320,35990003,0,0
72322,52030024,0,1
72323,35990016,0,1
72325,24110003,0,0
72327,20990005,0,0
72329,26040044,0,1
72333,11990004,1,0
72334,13990075,0,0
72335,52030024,1,0
72336,22990002,0,0
72337,13160017,1,0
72338,12990001,0,0
72339,23990194,1,0
72340,36010001,1,0
72341,13150005,1,0
72344,35990016,0,0
72346,48010020,0,0
72348,13990075,0,0
72349,11990004,0,0
72352,13990075,0,1
72353,11990004,0,0
72358,73990677,0,0
72360,35990003,0,0
72361,9990019,0,0
72363,13990083,0,1
72370,13990075,0,0
72372,22990002,1,0
72373,11990004,0,0
72376,13150005,0,1
72380,48010020,0,0
72381,36990008,1,0
72383,9990019,0,0
72385,13150007,1,0
72386,13990041,0,0
72387,12990002,0,0
72389,48010020,0,0
72390,13150005,0,0
72391,36990007,1,0
72393,36990009,0,0
72394,36990009,1,0
72395,13160014,0,0
72402,54040011,0,0
72404,35620011,1,0
72405,35990002,0,0
72407,11990002,0,1
72408,13990041,0,0
72413,54040011,1,0
72414,52120009,0,0
72415,35990016,1,0
72416,11190000,0,0
72420,22990002,0,1
72421,35990003,0,0
72423,48010020,0,0
72427,13150005,0,0
72428,20990010,0,0
72429,70990140,0,0
72430,35990016,1,0
72432,52030024,0,0
72434,22990003,0,0
72437,13150011,0,0
72439,35990016,0,1
72440,12990002,1,0
72441,22990002,0,0
72443,23990215,1,0
72444,13150005,0,0
72445,12990002,0,0
72446,35990016,1,0
72448,11990006,0,0
72449,51990018,0,0
72453,56990007,0,0
72454,13990076,1,0
72455,35990015,0,0
72457,48010020,0,0
72460,35990016,0,0
72463,35990003,1,0
72464,12990001,0,0
72467,29990039,0,0
72470,38990026,1,0
72471,35990003,0,1
72474,13990063,1,0
72476,54040011,1,0
72479,35990016,1,0
72482,12990001,0,0
72485,12990002,1,0
72486,11990003,0,0
72487,50150004,0,1
72488,13160014,0,0
72491,12990002,0,0
72492,35990015,1,0
72495,26040044,0,0
72496,12990001,0,0
72497,11990004,0,1
72498,22990002,0,0
72499,48010020,1,0
72500,35990003,1,0
72504,13990075,0,0
72505,54040033,0,1
72508,35620012,0,0
72510,13150005,0,1
72517,13150005,0,0
72519,35990016,0,0
72521,11990001,0,0
72522,12990002,0,0
72524,20990005,0,0
72525,48010020,0,1
72526,52120009,0,1
72527,52120009,0,0
72530,13990063,0,0
72534,13150005,0,0
72535,22990001,0,1
72538,13150005,0,0
72539,35990015,0,1
72540,9990019,0,0
72541,23990208,0,0
72542,12990002,0,0
72543,52030024,0,0
72544,12990002,0,0
72549,54040032,0,0
72553,52030024,0,1
72555,13150005,0,0
72557,36010001,0,0
72559,35990003,0,0
72560,12990002,0,0
72562,35990003,1,0
72567,12990002,1,0
72568,20990005,0,0
72570,13150004,0,0
72572,12990001,0,0
72574,11990002,0,0
72575,11990004,0,0
72576,11990002,0,1
72578,73990677,0,0
72580,9990017,0,0
72582,9990030,0,0
72583,35990016,1,0
72584,13150005,0,0
72585,12990002,0,0
72586,12990001,1,0
72587,35990016,1,0
72588,12990002,0,0
72591,12990001,0,1
72593,22990002,0,0
72594,12990002,0,0
72595,22990002,1,0
72596,11990001,0,0
72600,22990002,0,0
72602,12990002,0,0
72603,35990016,1,0
72604,35990016,0,0
72607,11990004,1,0
72611,54040011,1,0
72612,36010001,0,0
72614,35990003,0,0
72615,22990007,0,1
72616,48010020,0,0
72617,12990002,0,0
72618,13990076,0,0
72624,13990075,0,1
72626,48010020,0,1
72631,50990041,0,0
72632,35990003,0,0
72633,11990004,0,0
72634,35990015,1,0
72636,13990075,0,0
72638,13990043,0,0
72639,22990002,0,0
72640,13150005,0,0
72641,12990002,1,0
72647,12990001,0,0
72650,35990003,0,1
72652,23990194,0,1
72653,13990075,0,0
72654,52030024,0,0
72660,35990003,1,0
72663,11990002,0,0
72664,35990015,0,0
72665,9990019,0,0
72666,35990016,0,1
72669,12990002,0,1
72670,22990003,0,1
72671,48040003,0,1
72673,50990041,0,1
72674,22990002,0,1
72675,12990001,1,0
72676,12990001,0,0
72677,9990019,0,0
72678,12990002,1,0
72679,12990001,0,0
72680,54040011,1,0
72687,13150004,0,0
72689,10990004,0,1
72692,13990076,0,0
72693,9990019,1,0
72694,35990003,1,0
72695,12990002,0,0
72698,13990075,0,0
72699,11990001,0,1
72700,73991005,0,0
72702,13150005,1,0
72703,36010001,0,0
72705,35990002,0,0
72706,22990002,1,0
72707,11990004,0,0
72709,48010020,1,0
72711,26050015,0,0
72712,54040032,0,0
72714,35990003,0,1
72716,11990003,1,0
72717,73990714,0,0
72720,13990076,0,1
72721,48010016,0,0
72722,12990002,0,0
72723,12990002,1,0
72724,13990075,0,0
72726,35990015,0,0
72727,35990002,0,0
72729,11990004,1,0
72730,13990041,0,1
72733,35990003,0,1
72734,26040045,0,0
72735,35990003,0,0
72736,12990001,0,0
72740,13150005,0,0
72742,35990003,0,0
72744,48010020,0,0
72745,35990015,1,0
72748,13990043,0,0
72751,48040003,0,1
72752,54040011,1,0
72756,11990004,0,0
72760,12990002,0,1
72763,13150005,0,0
72764,13990041,0,0
72767,22990002,0,0
72768,73990677,1,0
72769,35990003,1,0
72770,22990002,1,0
72771,73991005,0,0
72772,9990019,0,0
72773,29990044,0,0
72774,24110003,0,0
72775,22990003,0,0
72777,9990020,0,0
72778,13990063,0,0
72780,11990001,1,0
72782,35990017,0,1
72784,9990019,0,0
72787,22990002,0,0
72788,13990063,0,0
72790,12990002,0,1
72792,48010020,1,0
72795,12990002,0,0
72796,11990004,0,0
72801,54040011,1,0
72805,12990001,0,0
72806,13150005,0,0
72808,12990002,0,0
72809,12990002,0,0
72811,40040018,0,0
72812,52030024,0,0
72813,22990002,0,1
72821,9990019,0,0
72824,12990002,0,0
72825,22990002,0,0
72829,11990001,0,0
72830,73991005,1,0
72834,13150005,0,0
72835,35990016,0,0
72836,73991005,0,0
72837,13990075,0,0
72838,9990019,0,0
72842,23990013,1,0
72844,13990073,0,0
72846,22990002,0,0
72849,13160017,0,0
72850,36010001,0,0
72851,9990017,0,0
72852,22990002,0,0
72853,11990004,0,0
72856,13990042,0,0
72857,24110003,0,0
72859,35990015,1,0
72861,10990004,0,1
72862,20990004,0,0
72863,26040042,0,1
72865,22990002,0,1
72866,35990016,1,0
72868,12990002,0,0
72871,35990003,0,0
72872,13990076,1,0
72873,11990002,0,0
72874,48010020,0,0
72875,22990002,0,0
72876,73990709,0,0
72877,22990002,0,1
72878,35990024,0,1
72885,22990002,0,0
72887,13990076,0,0
72888,26070262,0,0
72889,26040044,0,0
72890,25890002,0,1
72892,48010020,0,0
72893,35990003,0,1
72894,13990075,0,0
72895,36010001,0,0
72896,12990002,0,0
72899,13990063,0,0
72900,22990003,0,0
72901,12990002,1,0
72904,11990004,0,0
72905,13990075,0,0
72907,35990016,0,0
72908,35990008,0,1
72910,12990001,1,0
72913,73990677,1,0
72915,36990009,0,0
72917,38990026,0,0
72918,35990169,0,0
72919,25890002,1,0
72920,35990016,0,0
72921,13990041,0,0
72922,52120009,1,0
72925,13150005,0,0
72926,9990019,0,0
72929,12990002,0,0
72934,35990003,0,0
72938,35990016,1,0
72942,35990003,1,0
72944,13990075,0,0
72946,12990002,1,0
72947,12990002,0,0
72950,22990002,0,0
72951,48010020,0,1
72952,11990002,0,0
72955,54040011,1,0
72956,73990677,0,0
72958,12990002,0,0
72959,48010020,0,0
72960,13150005,0,0
72961,13150005,1,0
72964,13150005,0,0
72965,9990019,0,0
72966,35990003,1,0
72969,22990002,0,0
72971,35990021,0,0
72973,13150005,1,0
72975,11990002,1,0
72976,35990005,0,1
72977,12990002,0,0
72978,12990002,0,0
72980,12990002,0,1
72982,13150004,1,0
72983,35990015,0,0
72984,12990002,0,0
72986,11990003,0,0
72988,13990075,0,0
72989,22990002,0,0
72991,12990001,0,0
72992,35990016,1,0
72993,12990002,0,0
72996,13150005,0,0
72997,12990002,0,1
72998,12990002,0,0
73003,50150004,0,0
73005,12990001,0,1
73006,12990002,0,0
73008,73990677,0,0
73010,13150005,0,0
73012,22990002,0,0
73015,26040044,1,0
73016,48010020,0,1
73022,9990019,0,0
73023,9990017,0,1
73026,54040033,0,0
73031,9990019,0,0
73032,12990002,0,0
73034,13990076,0,0
73036,13990041,0,0
73037,13990063,0,0
73038,11990004,1,0
73039,73990677,0,0
73042,13990025,0,0
73048,12990002,0,0
73049,11990004,0,0
73050,35990003,0,0
73052,13150005,0,0
73053,73991058,0,1
73056,22990002,0,0
73057,25890001,0,1
73058,48040003,0,0
73059,53060006,0,1
73060,22990002,0,0
73061,12990002,0,1
73062,12990002,0,0
73066,35990003,0,0
73067,54040011,1,0
73068,16020015,0,0
73070,35990016,0,1
73072,35990016,0,0
73074,13990083,0,0
73076,12990002,0,0
73077,12990002,0,0
73081,35990156,0,0
73082,11990003,1,0
73084,24110003,0,0
73086,52030024,0,0
73087,13990076,0,0
73089,52120009,0,0
73092,36990013,1,0
73093,12990002,0,0
73094,13160017,0,1
73095,35990003,0,1
73099,35990016,1,0
73100,23990198,0,1
73101,12990002,0,0
73102,11990004,0,0
73103,11990001,0,0
73106,54040011,0,0
73109,35990015,0,0
73110,12990002,0,0
73114,48010020,0,1
73118,11990002,0,0
73119,13990075,0,0
73120,13990041,0,0
73124,12990001,0,0
73125,35990002,1,0
73129,35990003,0,0
73132,70990135,0,0
73133,12990002,0,1
73135,9990019,0,0
73137,13150011,0,0
73138,22990002,0,0
73142,13990041,0,0
73143,13990063,0,1
73144,35990015,0,0
73149,35990016,1,0
73150,12990002,0,0
73151,12990002,0,1
73154,35990016,0,0
73155,13990075,0,0
73156,26040045,0,1
73157,35990003,0,1
73159,13990076,0,0
73160,13990075,0,1
73161,13990083,0,0
73162,12990001,0,0
73165,9990019,0,0
73167,35990003,0,0
73168,26040045,0,1
73169,13990042,0,0
73170,13150005,0,0
73171,52030024,1,0
73172,54040011,1,0
73173,13150005,0,0
73178,12990002,0,0
73179,35990004,0,1
73182,35620017,0,0
73184,73990677,0,1
73187,52120009,1,0
73188,12990002,0,0
73191,35990015,1,0
73193,13990041,0,0
73195,13150005,0,0
73198,11990004,0,0
73206,35990014,0,1
73210,35990003,0,0
73211,73991000,0,0
73213,11990004,0,0
73214,13990063,0,0
73216,48010020,0,0
73219,13150005,0,0
73221,35990003,0,1
73223,35990016,0,0
73224,22990002,1,0
73225,11990004,0,0
73226,50160005,0,0
73227,12990001,0,0
73231,9990019,0,0
73232,12990002,0,0
73235,73990677,0,0
73236,35990016,1,0
73239,13160016,0,1
73240,13150007,0,0
73244,13160017,1,0
73245,11990004,0,0
73246,22990002,0,0
73248,11990004,0,0
73251,35990003,0,1
73254,36010001,0,0
73255,48010020,1,0
73257,12990001,0,0
73258,22990002,1,0
73262,13990043,0,0
73263,35990003,0,0
73264,36010001,1,0
73265,36010001,1,0
73267,13990075,0,1
73269,11990003,0,0
73270,48010020,0,0
73272,52120009,0,0
73274,54040011,1,0
73275,13990076,0,1
73276,22990002,0,0
73277,13990075,1,0
73279,13990063,0,0
73280,22990002,0,0
73281,35990003,1,0
73283,52120009,0,1
73287,13990075,0,0
73289,12990002,0,0
73290,11990016,0,0
73292,52030025,0,0
73294,23990196,0,1
73295,12990002,0,0
73300,12990002,0,0
73302,12990001,0,0
73304,11990004,0,0
73306,52120009,0,0
73307,35990003,0,0
73308,35990003,1,0
73310,12990001,0,0
73311,13990075,0,0
73312,38060001,0,0
73315,23990196,0,0
73318,35990003,1,0
73320,13990075,0,1
73321,11990004,0,0
73322,11990004,0,0
73323,9990019,1,0
73324,50990041,0,1
73326,12990002,0,0
73330,13160016,1,0
73331,35990015,1,0
73332,36990007,0,0
73334,12990002,0,0
73335,13150011,0,0
73336,52030024,0,0
73338,12990001,0,0
73340,23990194,1,0
73342,36990013,0,1
73343,23990196,0,1
73345,13990083,1,0
73347,35990003,0,1
73348,35990003,0,0
73349,35990124,0,0
73350,22990002,1,0
73351,12990002,0,0
73352,35990003,0,0
73353,52120009,0,0
73356,13990043,0,0
73357,13990075,0,0
73358,22990003,0,0
73359,22990002,0,0
73360,12990002,0,0
73363,9990019,0,0
73364,35990016,0,1
73366,11990004,1,0
73370,13150005,0,1
73371,35990003,0,0
73372,13150005,0,0
73375,9990019,0,0
73376,11990002,0,1
73381,12990002,0,0
73382,9990019,0,0
73384,38990029,0,0
73390,35990003,1,0
73391,12990002,0,0
73396,35990003,0,0
73397,13990075,0,0
73398,11990003,0,1
73401,35990003,0,0
73403,50150004,0,0
73404,13990075,0,0
73409,73990677,0,0
73410,13150005,0,0
73412,12990002,0,0
73413,23990194,0,1
73414,13150004,1,0
73418,12990002,0,0
73421,35990007,0,0
73422,9990020,0,0
73426,22990002,0,1
73427,52120009,0,0
73430,12990002,0,1
73432,22990002,0,1
73433,26050015,1,0
73435,52120009,1,0
73436,35990014,1,0
73437,22990002,0,0
73438,22990002,0,1
73439,48040003,0,1
73440,36990007,0,1
73441,35990003,0,0
73442,13990075,0,0
73445,23990196,1,0
73446,12990001,0,0
73447,12990001,0,0
73448,12990002,1,0
73449,35990003,0,0
73450,13990076,0,0
73451,54040011,1,0
73452,54040032,0,0
73453,52030013,0,0
73455,22990002,0,0
73456,23990010,0,1
73458,13150005,0,0
73459,12990002,0,0
73460,52120009,1,0
73461,35990015,1,0
73462,12990002,0,0
73465,13990063,0,1
73466,54040011,0,1
73467,13990063,0,0
73468,11990002,1,0
73469,11990004,0,0
73471,13990076,0,0
73472,35990015,0,1
73473,13150005,1,0
73474,12990002,0,1
73476,52120009,0,0
73477,48010020,0,0
73478,13990075,1,0
73479,12990002,0,0
73483,54040033,0,0
73485,13990075,0,0
73487,12990002,0,0
73488,13990063,0,0
73490,23990196,0,1
73492,48010020,0,0
73496,13990076,1,0
73497,13150005,0,0
73498,9990019,0,0
73502,12990002,0,0
73503,37040001,0,1
73507,35990015,1,0
73509,48040003,1,0
73511,12990002,0,1
73513,13990043,1,0
73516,35990014,0,0
73520,52120009,0,0
73521,9990019,0,0
73522,36990007,0,0
73525,35990003,0,0
73528,22990003,1,0
73529,13990075,0,0
73530,48010020,0,1
73531,35990003,0,1
73533,11990004,0,0
73535,54040011,0,1
73536,12990001,0,0
73539,22990002,1,0
73540,12990002,1,0
73542,52120009,0,0
73543,9990019,0,0
73544,11990002,0,0
73546,13160017,1,0
73547,13150005,0,0
73549,22990002,0,0
73553,52120009,0,0
73556,26040034,0,1
73558,22990002,0,0
73562,48010020,1,0
73566,22990002,0,1
73568,13150005,0,0
73569,12990002,0,0
73571,11990004,0,0
73574,13990075,0,0
73575,35990018,0,0
73576,13150005,0,1
73577,11990002,0,0
73578,9990019,1,0
73582,35990016,1,0
73583,35990015,0,1
73584,12990002,1,0
73586,13150005,0,0
73588,12990002,0,1
73589,13150005,0,0
73590,35620012,0,0
73593,52030024,1,0
73596,12990002,0,0
73598,22990002,0,1
73604,35990015,0,0
73606,48010020,1,0
73607,35990016,0,0
73608,22990002,0,1
73610,13150005,0,0
73612,24110003,0,1
73613,9990023,0,1
73615,54040011,1,0
73617,13150005,1,0
73619,36990013,0,1
73621,73991005,0,0
73624,54040011,0,0
73628,12990001,0,0
73629,22990002,0,1
73634,48040003,0,0
73635,35990016,0,0
73636,48010019,0,0
73637,35990015,1,0
73639,12990001,1,0
73641,26040034,0,0
73642,35990016,0,0
73643,52030024,0,1
73649,40040007,1,0
73651,35990209,0,0
73654,13990073,0,1
73657,52120009,1,0
73658,35990003,1,0
73660,11990004,1,0
73663,35990016,0,0
73665,35990016,1,0
73667,35990014,0,0
73669,35620012,0,1
73671,73990677,0,0
73672,11990004,0,0
73675,35990016,1,0
73676,50150004,1,0
73677,54040011,0,0
73678,54040033,0,1
73679,54040011,1,0
73680,13990025,0,0
73683,35990004,0,1
73684,35990003,0,0
73686,35990156,1,0
73690,11990004,0,0
73691,12990002,0,0
73692,12990002,1,0
73693,9990019,0,0
73694,11990004,1,0
73696,54040011,0,1
73699,13150005,0,0
73700,36010001,1,0
73702,35990016,1,0
73704,12990001,0,1
73706,13990075,0,0
73707,12990002,0,0
73708,13150011,0,0
73709,12990002,0,0
73711,35990003,0,0
73713,9150000,0,0
73714,13150004,0,0
73716,35990003,0,0
73717,13150004,0,0
73718,12990002,1,0
73719,52120009,0,0
73721,13990075,0,1
73724,13150004,0,0
73728,12990001,0,0
73729,12990002,0,0
73730,12990002,0,0
73731,52030024,0,0
73732,12990002,0,0
73734,13990075,1,0
73740,22990003,0,0
73744,52120009,0,0
73747,11990003,1,0
73748,73991005,0,0
73749,11990004,0,0
73750,13150005,0,0
73751,35990003,1,0
73752,12990001,0,0
73753,12990001,1,0
73754,36990009,0,1
73756,22990002,0,1
73763,12990002,0,0
73764,11990003,0,0
73765,35990013,0,0
73766,9990017,0,0
73770,12990001,0,0
73771,11990004,0,0
73772,54040011,0,0
73774,11990001,0,0
73776,12990001,0,0
73778,13150004,0,0
73779,73991005,0,0
73788,11990002,0,0
73790,48040003,0,0
73791,35990003,0,1
73792,11990002,0,0
73794,48010020,0,1
73795,13150005,0,0
73797,9990019,0,1
73798,48010020,0,0
73800,20990005,0,0
73802,48010020,0,1
73806,48010013,0,0
73810,12990002,1,0
73811,49990002,0,1
73812,35990015,0,1
73814,48040003,0,1
73815,35990003,0,0
73816,13150005,0,0
73819,11990004,0,0
73823,13990063,0,0
73826,9990019,0,0
73828,11990004,1,0
73829,52030024,0,1
73830,52030024,1,0
73831,12990002,0,0
73832,48010020,0,0
73834,52030013,0,0
73835,11990001,0,0
73841,24110003,0,0
73845,11990002,0,1
73849,35990016,0,1
73851,12990002,0,0
73853,12990002,0,0
73854,23990198,0,0
73856,13150005,1,0
73858,9990019,0,0
73859,22990002,0,0
73860,13150005,0,0
73861,12990001,0,0
73863,13150007,0,0
73864,13990063,0,1
73865,35990003,0,0
73867,12990002,0,0
73869,22990002,0,0
73870,35990015,1,0
73871,35990015,1,0
73872,12990002,0,0
73873,9990019,0,0
73876,48010020,0,1
73878,50150004,0,0
73879,13150004,0,0
73880,26050015,1,0
73882,35990015,0,0
73883,13150005,0,0
73885,48010020,0,1
73886,9990019,0,0
73887,35990011,0,0
73890,13990075,0,0
73891,35990003,0,0
73895,13150005,0,0
73898,52120009,0,0
73900,22990002,0,0
73901,12990002,0,0
73902,13990043,0,0
73903,12990002,0,0
73904,10990004,0,0
73905,52030025,1,0
73906,35990005,0,0
73907,22990001,0,0
73909,11990002,1,0
73911,25890001,0,0
73914,10990004,0,0
73917,12990001,1,0
73919,22990002,0,0
73922,12990002,0,0
73925,23990009,0,0
73927,13150005,0,0
73928,9990030,0,0
73929,11990001,0,0
73931,13990082,0,0
73933,48010020,0,0
73934,11990016,1,0
73936,12990002,1,0
73940,20990005,0,0
73944,9990019,0,0
73945,9990023,0,0
73946,22990002,1,0
73948,54040011,0,0
73951,12990001,0,0
73952,11990002,0,0
73953,11990004,1,0
73954,36010001,0,0
73957,35990014,0,1
73958,52030024,0,0
73960,22990002,0,0
73961,35990003,0,0
73962,12990002,0,1
73964,35990016,0,0
